種別,都道府県,年次,性別,年齢階級,人数
転入者数,栃木県,2025年,総数,5歳～9歳,670
転入者数,栃木県,2025年,総数,10歳～14歳,336
転入者数,栃木県,2025年,総数,15歳～19歳,1808
転入者数,栃木県,2025年,総数,20歳～24歳,8429
転入者数,栃木県,2025年,総数,25歳～29歳,7651
転入者数,栃木県,2025年,総数,30歳～34歳,4588
転入者数,栃木県,2025年,総数,35歳～39歳,2906
転入者数,栃木県,2025年,総数,40歳～44歳,2134
転入者数,栃木県,2025年,総数,45歳～49歳,1688
転入者数,栃木県,2025年,総数,50歳～54歳,1576
転入者数,栃木県,2025年,総数,55歳～59歳,1122
転入者数,栃木県,2025年,総数,60歳～64歳,800
転入者数,栃木県,2025年,総数,65歳～69歳,492
転入者数,栃木県,2025年,総数,70歳～74歳,420
転入者数,栃木県,2025年,総数,75歳～79歳,346
転入者数,栃木県,2025年,総数,80歳～84歳,327
転入者数,栃木県,2025年,総数,85歳～89歳,216
転入者数,栃木県,2025年,総数,90歳以上,162
転入者数,栃木県,2025年,男,総数,21946
転入者数,栃木県,2025年,男,0歳～4歳,689
転入者数,栃木県,2025年,男,5歳～9歳,333
転入者数,栃木県,2025年,男,10歳～14歳,178
転入者数,栃木県,2025年,男,15歳～19歳,1055
転入者数,栃木県,2025年,男,20歳～24歳,5072
転入者数,栃木県,2025年,男,25歳～29歳,4494
転入者数,栃木県,2025年,男,30歳～34歳,2765
転入者数,栃木県,2025年,男,35歳～39歳,1807
転入者数,栃木県,2025年,男,40歳～44歳,1366
転入者数,栃木県,2025年,男,45歳～49歳,1109
転入者数,栃木県,2025年,男,50歳～54歳,989
転入者数,栃木県,2025年,男,55歳～59歳,679
転入者数,栃木県,2025年,男,60歳～64歳,477
転入者数,栃木県,2025年,男,65歳～69歳,288
転入者数,栃木県,2025年,男,70歳～74歳,241
転入者数,栃木県,2025年,男,75歳～79歳,152
転入者数,栃木県,2025年,男,80歳～84歳,142
転入者数,栃木県,2025年,男,85歳～89歳,74
転入者数,栃木県,2025年,男,90歳以上,36
転入者数,栃木県,2025年,女,総数,15107
転入者数,栃木県,2025年,女,0歳～4歳,693
転入者数,栃木県,2025年,女,5歳～9歳,337
転入者数,栃木県,2025年,女,10歳～14歳,158
転入者数,栃木県,2025年,女,15歳～19歳,753
転入者数,栃木県,2025年,女,20歳～24歳,3357
転入者数,栃木県,2025年,女,25歳～29歳,3157
転入者数,栃木県,2025年,女,30歳～34歳,1823
転入者数,栃木県,2025年,女,35歳～39歳,1099
転入者数,栃木県,2025年,女,40歳～44歳,768
転入者数,栃木県,2025年,女,45歳～49歳,579
転入者数,栃木県,2025年,女,50歳～54歳,587
転入者数,栃木県,2025年,女,55歳～59歳,443
転入者数,栃木県,2025年,女,60歳～64歳,323
転入者数,栃木県,2025年,女,65歳～69歳,204
転入者数,栃木県,2025年,女,70歳～74歳,179
転入者数,栃木県,2025年,女,75歳～79歳,194
転入者数,栃木県,2025年,女,80歳～84歳,185
転入者数,栃木県,2025年,女,85歳～89歳,142
転入者数,栃木県,2025年,女,90歳以上,126
転入者数,群馬県,2025年,総数,総数,35943
転入者数,群馬県,2025年,総数,0歳～4歳,1272
転入者数,群馬県,2025年,総数,5歳～9歳,682
転入者数,群馬県,2025年,総数,10歳～14歳,335
転入者数,群馬県,2025年,総数,15歳～19歳,2004
転入者数,群馬県,2025年,総数,20歳～24歳,7752
転入者数,群馬県,2025年,総数,25歳～29歳,7140
転入者数,群馬県,2025年,総数,30歳～34歳,4482
転入者数,群馬県,2025年,総数,35歳～39歳,2672
転入者数,群馬県,2025年,総数,40歳～44歳,1894
転入者数,群馬県,2025年,総数,45歳～49歳,1459
転入者数,群馬県,2025年,総数,50歳～54歳,1440
転入者数,群馬県,2025年,総数,55歳～59歳,1031
転入者数,群馬県,2025年,総数,60歳～64歳,768
転入者数,群馬県,2025年,総数,65歳～69歳,611
転入者数,群馬県,2025年,総数,70歳～74歳,519
転入者数,群馬県,2025年,総数,75歳～79歳,601
転入者数,群馬県,2025年,総数,80歳～84歳,551
転入者数,群馬県,2025年,総数,85歳～89歳,443
転入者数,群馬県,2025年,総数,90歳以上,287
転入者数,群馬県,2025年,男,総数,21524
転入者数,群馬県,2025年,男,0歳～4歳,641
転入者数,群馬県,2025年,男,5歳～9歳,337
転入者数,群馬県,2025年,男,10歳～14歳,158
転入者数,群馬県,2025年,男,15歳～19歳,1270
転入者数,群馬県,2025年,男,20歳～24歳,4775
転入者数,群馬県,2025年,男,25歳～29歳,4174
転入者数,群馬県,2025年,男,30歳～34歳,2678
転入者数,群馬県,2025年,男,35歳～39歳,1696
転入者数,群馬県,2025年,男,40歳～44歳,1225
転入者数,群馬県,2025年,男,45歳～49歳,899
転入者数,群馬県,2025年,男,50歳～54歳,917
転入者数,群馬県,2025年,男,55歳～59歳,638
転入者数,群馬県,2025年,男,60歳～64歳,491
転入者数,群馬県,2025年,男,65歳～69歳,376
転入者数,群馬県,2025年,男,70歳～74歳,327
転入者数,群馬県,2025年,男,75歳～79歳,360
転入者数,群馬県,2025年,男,80歳～84歳,287
転入者数,群馬県,2025年,男,85歳～89歳,189
転入者数,群馬県,2025年,男,90歳以上,86
転入者数,群馬県,2025年,女,総数,14419
転入者数,群馬県,2025年,女,0歳～4歳,631
転入者数,群馬県,2025年,女,5歳～9歳,345
転入者数,群馬県,2025年,女,10歳～14歳,177
転入者数,群馬県,2025年,女,15歳～19歳,734
転入者数,群馬県,2025年,女,20歳～24歳,2977
転入者数,群馬県,2025年,女,25歳～29歳,2966
転入者数,群馬県,2025年,女,30歳～34歳,1804
転入者数,群馬県,2025年,女,35歳～39歳,976
転入者数,群馬県,2025年,女,40歳～44歳,669
転入者数,群馬県,2025年,女,45歳～49歳,560
転入者数,群馬県,2025年,女,50歳～54歳,523
転入者数,群馬県,2025年,女,55歳～59歳,393
転入者数,群馬県,2025年,女,60歳～64歳,277
転入者数,群馬県,2025年,女,65歳～69歳,235
転入者数,群馬県,2025年,女,70歳～74歳,192
転入者数,群馬県,2025年,女,75歳～79歳,241
転入者数,群馬県,2025年,女,80歳～84歳,264
転入者数,群馬県,2025年,女,85歳～89歳,254
転入者数,群馬県,2025年,女,90歳以上,201
転入者数,埼玉県,2025年,総数,総数,188323
転入者数,埼玉県,2025年,総数,0歳～4歳,7145
転入者数,埼玉県,2025年,総数,5歳～9歳,3442
転入者数,埼玉県,2025年,総数,10歳～14歳,1730
転入者数,埼玉県,2025年,総数,15歳～19歳,8576
転入者数,埼玉県,2025年,総数,20歳～24歳,40592
転入者数,埼玉県,2025年,総数,25歳～29歳,43085
転入者数,埼玉県,2025年,総数,30歳～34歳,26567
転入者数,埼玉県,2025年,総数,35歳～39歳,14945
転入者数,埼玉県,2025年,総数,40歳～44歳,9428
転入者数,埼玉県,2025年,総数,45歳～49歳,6864
転入者数,埼玉県,2025年,総数,50歳～54歳,6625
転入者数,埼玉県,2025年,総数,55歳～59歳,5023
転入者数,埼玉県,2025年,総数,60歳～64歳,3330
転入者数,埼玉県,2025年,総数,65歳～69歳,2219
転入者数,埼玉県,2025年,総数,70歳～74歳,1885
転入者数,埼玉県,2025年,総数,75歳～79歳,1992
転入者数,埼玉県,2025年,総数,80歳～84歳,1881
転入者数,埼玉県,2025年,総数,85歳～89歳,1670
転入者数,埼玉県,2025年,総数,90歳以上,1324
転入者数,埼玉県,2025年,男,総数,103686
転入者数,埼玉県,2025年,男,0歳～4歳,3575
転入者数,埼玉県,2025年,男,5歳～9歳,1740
転入者数,埼玉県,2025年,男,10歳～14歳,920
転入者数,埼玉県,2025年,男,15歳～19歳,4821
転入者数,埼玉県,2025年,男,20歳～24歳,21903
転入者数,埼玉県,2025年,男,25歳～29歳,23317
転入者数,埼玉県,2025年,男,30歳～34歳,15061
転入者数,埼玉県,2025年,男,35歳～39歳,8848
転入者数,埼玉県,2025年,男,40歳～44歳,5747
転入者数,埼玉県,2025年,男,45歳～49歳,4209
転入者数,埼玉県,2025年,男,50歳～54歳,3904
転入者数,埼玉県,2025年,男,55歳～59歳,2969
転入者数,埼玉県,2025年,男,60歳～64歳,1933
転入者数,埼玉県,2025年,男,65歳～69歳,1200
転入者数,埼玉県,2025年,男,70歳～74歳,1005
転入者数,埼玉県,2025年,男,75歳～79歳,976
転入者数,埼玉県,2025年,男,80歳～84歳,712
転入者数,埼玉県,2025年,男,85歳～89歳,520
転入者数,埼玉県,2025年,男,90歳以上,326
転入者数,埼玉県,2025年,女,総数,84637
転入者数,埼玉県,2025年,女,0歳～4歳,3570
転入者数,埼玉県,2025年,女,5歳～9歳,1702
転入者数,埼玉県,2025年,女,10歳～14歳,810
転入者数,埼玉県,2025年,女,15歳～19歳,3755
転入者数,埼玉県,2025年,女,20歳～24歳,18689
転入者数,埼玉県,2025年,女,25歳～29歳,19768
転入者数,埼玉県,2025年,女,30歳～34歳,11506
転入者数,埼玉県,2025年,女,35歳～39歳,6097
転入者数,埼玉県,2025年,女,40歳～44歳,3681
転入者数,埼玉県,2025年,女,45歳～49歳,2655
転入者数,埼玉県,2025年,女,50歳～54歳,2721
転入者数,埼玉県,2025年,女,55歳～59歳,2054
転入者数,埼玉県,2025年,女,60歳～64歳,1397
転入者数,埼玉県,2025年,女,65歳～69歳,1019
転入者数,埼玉県,2025年,女,70歳～74歳,880
転入者数,埼玉県,2025年,女,75歳～79歳,1016
転入者数,埼玉県,2025年,女,80歳～84歳,1169
転入者数,埼玉県,2025年,女,85歳～89歳,1150
転入者数,埼玉県,2025年,女,90歳以上,998
転入者数,千葉県,2025年,総数,総数,165248
転入者数,千葉県,2025年,総数,0歳～4歳,6735
転入者数,千葉県,2025年,総数,5歳～9歳,3283
転入者数,千葉県,2025年,総数,10歳～14歳,1626
転入者数,千葉県,2025年,総数,15歳～19歳,7204
転入者数,千葉県,2025年,総数,20歳～24歳,36899
転入者数,千葉県,2025年,総数,25歳～29歳,36616
転入者数,千葉県,2025年,総数,30歳～34歳,22713
転入者数,千葉県,2025年,総数,35歳～39歳,13000
転入者数,千葉県,2025年,総数,40歳～44歳,8174
転入者数,千葉県,2025年,総数,45歳～49歳,6338
転入者数,千葉県,2025年,総数,50歳～54歳,5833
転入者数,千葉県,2025年,総数,55歳～59歳,4682
転入者数,千葉県,2025年,総数,60歳～64歳,3259
転入者数,千葉県,2025年,総数,65歳～69歳,2087
転入者数,千葉県,2025年,総数,70歳～74歳,1641
転入者数,千葉県,2025年,総数,75歳～79歳,1588
転入者数,千葉県,2025年,総数,80歳～84歳,1413
転入者数,千葉県,2025年,総数,85歳～89歳,1242
転入者数,千葉県,2025年,総数,90歳以上,914
転入者数,千葉県,2025年,男,総数,91291
転入者数,千葉県,2025年,男,0歳～4歳,3446
転入者数,千葉県,2025年,男,5歳～9歳,1611
転入者数,千葉県,2025年,男,10歳～14歳,832
転入者数,千葉県,2025年,男,15歳～19歳,4235
転入者数,千葉県,2025年,男,20歳～24歳,19446
転入者数,千葉県,2025年,男,25歳～29歳,19940
転入者数,千葉県,2025年,男,30歳～34歳,12797
転入者数,千葉県,2025年,男,35歳～39歳,7762
転入者数,千葉県,2025年,男,40歳～44歳,5050
転入者数,千葉県,2025年,男,45歳～49歳,3913
転入者数,千葉県,2025年,男,50歳～54歳,3561
転入者数,千葉県,2025年,男,55歳～59歳,2834
転入者数,千葉県,2025年,男,60歳～64歳,1952
転入者数,千葉県,2025年,男,65歳～69歳,1177
転入者数,千葉県,2025年,男,70歳～74歳,882
転入者数,千葉県,2025年,男,75歳～79歳,749
転入者数,千葉県,2025年,男,80歳～84歳,519
転入者数,千葉県,2025年,男,85歳～89歳,363
転入者数,千葉県,2025年,男,90歳以上,221
転入者数,千葉県,2025年,女,総数,73957
転入者数,千葉県,2025年,女,0歳～4歳,3289
転入者数,千葉県,2025年,女,5歳～9歳,1672
転入者数,千葉県,2025年,女,10歳～14歳,794
転入者数,千葉県,2025年,女,15歳～19歳,2969
転入者数,千葉県,2025年,女,20歳～24歳,17453
転入者数,千葉県,2025年,女,25歳～29歳,16676
転入者数,千葉県,2025年,女,30歳～34歳,9916
転入者数,千葉県,2025年,女,35歳～39歳,5238
転入者数,千葉県,2025年,女,40歳～44歳,3124
転入者数,千葉県,2025年,女,45歳～49歳,2425
転入者数,千葉県,2025年,女,50歳～54歳,2272
転入者数,千葉県,2025年,女,55歳～59歳,1848
転入者数,千葉県,2025年,女,60歳～64歳,1307
転入者数,千葉県,2025年,女,65歳～69歳,910
転入者数,千葉県,2025年,女,70歳～74歳,759
転入者数,千葉県,2025年,女,75歳～79歳,839
転入者数,千葉県,2025年,女,80歳～84歳,894
転入者数,千葉県,2025年,女,85歳～89歳,879
転入者数,千葉県,2025年,女,90歳以上,693
転入者数,東京都,2025年,総数,総数,451843
転入者数,東京都,2025年,総数,0歳～4歳,13316
転入者数,東京都,2025年,総数,5歳～9歳,6854
転入者数,東京都,2025年,総数,10歳～14歳,4410
転入者数,東京都,2025年,総数,15歳～19歳,23183
転入者数,東京都,2025年,総数,20歳～24歳,122288
転入者数,東京都,2025年,総数,25歳～29歳,111683
転入者数,東京都,2025年,総数,30歳～34歳,59121
転入者数,東京都,2025年,総数,35歳～39歳,31352
転入者数,東京都,2025年,総数,40歳～44歳,19646
転入者数,東京都,2025年,総数,45歳～49歳,14951
転入者数,東京都,2025年,総数,50歳～54歳,13280
転入者数,東京都,2025年,総数,55歳～59歳,9543
転入者数,東京都,2025年,総数,60歳～64歳,6049
転入者数,東京都,2025年,総数,65歳～69歳,3810
転入者数,東京都,2025年,総数,70歳～74歳,2913
転入者数,東京都,2025年,総数,75歳～79歳,2928
転入者数,東京都,2025年,総数,80歳～84歳,2704
転入者数,東京都,2025年,総数,85歳～89歳,2197
転入者数,東京都,2025年,総数,90歳以上,1615
転入者数,東京都,2025年,男,総数,238687
転入者数,東京都,2025年,男,0歳～4歳,6792
転入者数,東京都,2025年,男,5歳～9歳,3467
転入者数,東京都,2025年,男,10歳～14歳,2192
転入者数,東京都,2025年,男,15歳～19歳,12259
転入者数,東京都,2025年,男,20歳～24歳,62703
転入者数,東京都,2025年,男,25歳～29歳,58396
転入者数,東京都,2025年,男,30歳～34歳,31622
転入者数,東京都,2025年,男,35歳～39歳,17686
転入者数,東京都,2025年,男,40歳～44歳,11624
転入者数,東京都,2025年,男,45歳～49歳,8787
転入者数,東京都,2025年,男,50歳～54歳,7632
転入者数,東京都,2025年,男,55歳～59歳,5675
転入者数,東京都,2025年,男,60歳～64歳,3413
転入者数,東京都,2025年,男,65歳～69歳,2002
転入者数,東京都,2025年,男,70歳～74歳,1346
転入者数,東京都,2025年,男,75歳～79歳,1206
転入者数,東京都,2025年,男,80歳～84歳,882
転入者数,東京都,2025年,男,85歳～89歳,621
転入者数,東京都,2025年,男,90歳以上,382
転入者数,東京都,2025年,女,総数,213156
転入者数,東京都,2025年,女,0歳～4歳,6524
転入者数,東京都,2025年,女,5歳～9歳,3387
転入者数,東京都,2025年,女,10歳～14歳,2218
転入者数,東京都,2025年,女,15歳～19歳,10924
転入者数,東京都,2025年,女,20歳～24歳,59585
転入者数,東京都,2025年,女,25歳～29歳,53287
転入者数,東京都,2025年,女,30歳～34歳,27499
転入者数,東京都,2025年,女,35歳～39歳,13666
転入者数,東京都,2025年,女,40歳～44歳,8022
転入者数,東京都,2025年,女,45歳～49歳,6164
転入者数,東京都,2025年,女,50歳～54歳,5648
転入者数,東京都,2025年,女,55歳～59歳,3868
転入者数,東京都,2025年,女,60歳～64歳,2636
転入者数,東京都,2025年,女,65歳～69歳,1808
転入者数,東京都,2025年,女,70歳～74歳,1567
転入者数,東京都,2025年,女,75歳～79歳,1722
